date,categorie,sous_categorie,quantite,region
2025-05-07,Internet Fixe,FO,12,Gabes
2025-05-07,Internet Fixe,WAFI,4,Gabes
2025-05-07,Internet Fixe,Box,27,Sfax
2025-05-07,Mobile,Prepaye,29,Sousse
2025-05-07,Mobile,Postpaye,20,Sousse
2025-05-07,Mobile,Data,16,Bizerte
2025-05-08,Internet Fixe,Rapido,9,Grand Tunis
2025-05-08,Internet Fixe,ADSL,4,Grand Tunis
2025-05-08,Internet Fixe,VDSL,14,Sfax
2025-05-08,Internet Fixe,FO,16,Grand Tunis
2025-05-08,Internet Fixe,WAFI,5,Sfax
2025-05-08,Internet Fixe,Box,30,Gabes
2025-05-08,Mobile,Prepaye,43,Gabes
2025-05-08,Mobile,Postpaye,12,Grand Tunis
2025-05-08,Mobile,Data,22,Sfax
2025-05-09,Internet Fixe,Rapido,5,Sfax
2025-05-09,Internet Fixe,ADSL,1,Sousse
2025-05-09,Internet Fixe,VDSL,3,Sousse
2025-05-09,Internet Fixe,FO,9,Grand Tunis
2025-05-09,Internet Fixe,WAFI,3,Gabes
2025-05-09,Internet Fixe,Box,29,Kairouan
2025-05-09,Mobile,Prepaye,37,Nabeul
2025-05-09,Mobile,Postpaye,15,Nabeul
2025-05-09,Mobile,Data,10,Sousse
2025-05-10,Internet Fixe,Rapido,3,Sfax
2025-05-10,Internet Fixe,ADSL,3,Grand Tunis
2025-05-10,Internet Fixe,VDSL,2,Sousse
2025-05-10,Internet Fixe,FO,5,Grand Tunis
2025-05-10,Internet Fixe,WAFI,1,Bizerte
2025-05-10,Internet Fixe,Box,17,Sfax
2025-05-10,Mobile,Prepaye,16,Sfax
2025-05-10,Mobile,Postpaye,8,Sfax
2025-05-10,Mobile,Data,9,Kairouan
2025-05-11,Internet Fixe,Rapido,0,Grand Tunis
2025-05-11,Internet Fixe,ADSL,2,Grand Tunis
2025-05-11,Internet Fixe,VDSL,6,Grand Tunis
2025-05-11,Internet Fixe,FO,3,Nabeul
2025-05-11,Internet Fixe,WAFI,2,Kairouan
2025-05-11,Internet Fixe,Box,8,Grand Tunis
2025-05-11,Mobile,Prepaye,17,Gabes
2025-05-11,Mobile,Postpaye,9,Grand Tunis
2025-05-11,Mobile,Data,12,Nabeul
2025-05-12,Internet Fixe,Rapido,4,Grand Tunis
2025-05-12,Internet Fixe,ADSL,3,Sousse
2025-05-12,Internet Fixe,VDSL,6,Nabeul
2025-05-12,Internet Fixe,FO,11,Sousse
2025-05-12,Internet Fixe,WAFI,3,Grand Tunis
2025-05-12,Internet Fixe,Box,24,Bizerte
2025-05-12,Mobile,Prepaye,28,Kairouan
2025-05-12,Mobile,Postpaye,12,Sfax
2025-05-12,Mobile,Data,20,Nabeul
2025-05-13,Internet Fixe,Rapido,2,Bizerte
2025-05-13,Internet Fixe,ADSL,3,Grand Tunis
2025-05-13,Internet Fixe,VDSL,7,Gabes
2025-05-13,Internet Fixe,FO,10,Grand Tunis
2025-05-13,Internet Fixe,WAFI,3,Bizerte
2025-05-13,Internet Fixe,Box,36,Grand Tunis
2025-05-13,Mobile,Prepaye,31,Grand Tunis
2025-05-13,Mobile,Postpaye,17,Sousse
2025-05-13,Mobile,Data,13,Sousse
2025-05-14,Internet Fixe,Rapido,5,Gabes
2025-05-14,Internet Fixe,ADSL,5,Kairouan
2025-05-14,Internet Fixe,VDSL,1,Grand Tunis
2025-05-14,Internet Fixe,FO,10,Grand Tunis
2025-05-14,Internet Fixe,WAFI,3,Sfax
2025-05-14,Internet Fixe,Box,22,Sousse
2025-05-14,Mobile,Prepaye,28,Sousse
2025-05-14,Mobile,Postpaye,4,Gabes
2025-05-14,Mobile,Data,21,Bizerte
2025-05-15,Internet Fixe,Rapido,7,Grand Tunis
2025-05-15,Internet Fixe,ADSL,3,Sfax
2025-05-15,Internet Fixe,VDSL,4,Nabeul
2025-05-15,Internet Fixe,FO,9,Sousse
2025-05-15,Internet Fixe,WAFI,8,Grand Tunis
2025-05-15,Internet Fixe,Box,32,Sfax
2025-05-15,Mobile,Prepaye,31,Sfax
2025-05-15,Mobile,Postpaye,15,Grand Tunis
2025-05-15,Mobile,Data,17,Bizerte
2025-05-16,Internet Fixe,Rapido,8,Sfax
2025-05-16,Internet Fixe,ADSL,1,Sousse
2025-05-16,Internet Fixe,VDSL,6,Sousse
2025-05-16,Internet Fixe,FO,11,Gabes
2025-05-16,Internet Fixe,WAFI,1,Grand Tunis
2025-05-16,Internet Fixe,Box,25,Grand Tunis
2025-05-16,Mobile,Prepaye,35,Sfax
2025-05-16,Mobile,Postpaye,13,Sfax
2025-05-16,Mobile,Data,13,Grand Tunis
2025-05-17,Internet Fixe,Rapido,3,Bizerte
2025-05-17,Internet Fixe,ADSL,2,Grand Tunis
2025-05-17,Internet Fixe,VDSL,1,Grand Tunis
2025-05-17,Internet Fixe,FO,6,Sfax
2025-05-17,Internet Fixe,WAFI,4,Bizerte
2025-05-17,Internet Fixe,Box,13,Gabes
2025-05-17,Mobile,Prepaye,21,Bizerte
2025-05-17,Mobile,Postpaye,7,Sousse
2025-05-17,Mobile,Data,8,Nabeul
2025-05-18,Internet Fixe,Rapido,6,Nabeul
2025-05-18,Internet Fixe,ADSL,3,Grand Tunis
2025-05-18,Internet Fixe,VDSL,7,Sousse
2025-05-18,Internet Fixe,FO,9,Bizerte
2025-05-18,Internet Fixe,WAFI,3,Sfax
2025-05-18,Internet Fixe,Box,12,Nabeul
2025-05-18,Mobile,Prepaye,15,Sousse
2025-05-18,Mobile,Postpaye,4,Sousse
2025-05-18,Mobile,Data,7,Grand Tunis
2025-05-19,Internet Fixe,Rapido,1,Nabeul
2025-05-19,Internet Fixe,ADSL,2,Gabes
2025-05-19,Internet Fixe,VDSL,7,Grand Tunis
2025-05-19,Internet Fixe,FO,14,Sfax
2025-05-19,Internet Fixe,WAFI,3,Grand Tunis
2025-05-19,Internet Fixe,Box,19,Grand Tunis
2025-05-19,Mobile,Prepaye,25,Kairouan
2025-05-19,Mobile,Postpaye,9,Sousse
2025-05-19,Mobile,Data,23,Sfax
2025-05-20,Internet Fixe,Rapido,4,Grand Tunis
2025-05-20,Internet Fixe,ADSL,6,Kairouan
2025-05-20,Internet Fixe,VDSL,3,Grand Tunis
2025-05-20,Internet Fixe,FO,13,Nabeul
2025-05-20,Internet Fixe,WAFI,6,Grand Tunis
2025-05-20,Internet Fixe,Box,24,Grand Tunis
2025-05-20,Mobile,Prepaye,44,Nabeul
2025-05-20,Mobile,Postpaye,19,Grand Tunis
2025-05-20,Mobile,Data,19,Nabeul
2025-05-21,Internet Fixe,Rapido,7,Grand Tunis
2025-05-21,Internet Fixe,ADSL,2,Bizerte
2025-05-21,Internet Fixe,VDSL,5,Bizerte
2025-05-21,Internet Fixe,FO,7,Nabeul
2025-05-21,Internet Fixe,WAFI,3,Grand Tunis
2025-05-21,Internet Fixe,Box,20,Nabeul
2025-05-21,Mobile,Prepaye,42,Kairouan
2025-05-21,Mobile,Postpaye,13,Grand Tunis
2025-05-21,Mobile,Data,9,Grand Tunis
2025-05-22,Internet Fixe,Rapido,3,Bizerte
2025-05-22,Internet Fixe,ADSL,1,Grand Tunis
2025-05-22,Internet Fixe,VDSL,6,Nabeul
2025-05-22,Internet Fixe,FO,19,Bizerte
2025-05-22,Internet Fixe,WAFI,2,Grand Tunis
2025-05-22,Internet Fixe,Box,23,Sousse
2025-05-22,Mobile,Prepaye,30,Sousse
2025-05-22,Mobile,Postpaye,17,Sfax
2025-05-22,Mobile,Data,18,Gabes
2025-05-23,Internet Fixe,Rapido,6,Grand Tunis
2025-05-23,Internet Fixe,ADSL,4,Sfax
2025-05-23,Internet Fixe,VDSL,5,Gabes
2025-05-23,Internet Fixe,FO,11,Grand Tunis
2025-05-23,Internet Fixe,WAFI,2,Bizerte
2025-05-23,Internet Fixe,Box,21,Grand Tunis
2025-05-23,Mobile,Prepaye,35,Sousse
2025-05-23,Mobile,Postpaye,15,Grand Tunis
2025-05-23,Mobile,Data,18,Nabeul
2025-05-24,Internet Fixe,Rapido,4,Bizerte
2025-05-24,Internet Fixe,ADSL,2,Gabes
2025-05-24,Internet Fixe,VDSL,6,Kairouan
2025-05-24,Internet Fixe,FO,3,Nabeul
2025-05-24,Internet Fixe,WAFI,3,Bizerte
2025-05-24,Internet Fixe,Box,14,Sousse
2025-05-24,Mobile,Prepaye,19,Gabes
2025-05-24,Mobile,Postpaye,4,Nabeul
2025-05-24,Mobile,Data,10,Gabes
2025-05-25,Internet Fixe,Rapido,5,Grand Tunis
2025-05-25,Internet Fixe,ADSL,2,Sousse
2025-05-25,Internet Fixe,VDSL,2,Nabeul
2025-05-25,Internet Fixe,FO,10,Grand Tunis
2025-05-25,Internet Fixe,WAFI,0,Grand Tunis
2025-05-25,Internet Fixe,Box,9,Kairouan
2025-05-25,Mobile,Prepaye,11,Sfax
2025-05-25,Mobile,Postpaye,9,Grand Tunis
2025-05-25,Mobile,Data,7,Sfax
2025-05-26,Internet Fixe,Rapido,4,Sfax
2025-05-26,Internet Fixe,ADSL,3,Nabeul
2025-05-26,Internet Fixe,VDSL,8,Kairouan
2025-05-26,Internet Fixe,FO,8,Kairouan
2025-05-26,Internet Fixe,WAFI,4,Nabeul
2025-05-26,Internet Fixe,Box,24,Nabeul
2025-05-26,Mobile,Prepaye,21,Sfax
2025-05-26,Mobile,Postpaye,18,Gabes
2025-05-26,Mobile,Data,12,Grand Tunis
2025-05-27,Internet Fixe,Rapido,7,Grand Tunis
2025-05-27,Internet Fixe,ADSL,2,Kairouan
2025-05-27,Internet Fixe,VDSL,13,Gabes
2025-05-27,Internet Fixe,FO,5,Sfax
2025-05-27,Internet Fixe,WAFI,2,Nabeul
2025-05-27,Internet Fixe,Box,21,Sousse
2025-05-27,Mobile,Prepaye,24,Sfax
2025-05-27,Mobile,Postpaye,8,Grand Tunis
2025-05-27,Mobile,Data,13,Grand Tunis
2025-05-28,Internet Fixe,Rapido,4,Sousse
2025-05-28,Internet Fixe,ADSL,0,Sfax
2025-05-28,Internet Fixe,VDSL,12,Sousse
2025-05-28,Internet Fixe,FO,16,Grand Tunis
2025-05-28,Internet Fixe,WAFI,3,Kairouan
2025-05-28,Internet Fixe,Box,34,Nabeul
2025-05-28,Mobile,Prepaye,41,Gabes
2025-05-28,Mobile,Postpaye,11,Grand Tunis
2025-05-28,Mobile,Data,15,Nabeul
2025-05-29,Internet Fixe,Rapido,8,Gabes
2025-05-29,Internet Fixe,ADSL,2,Sfax
2025-05-29,Internet Fixe,VDSL,8,Grand Tunis
2025-05-29,Internet Fixe,FO,7,Grand Tunis
2025-05-29,Internet Fixe,WAFI,5,Grand Tunis
2025-05-29,Internet Fixe,Box,29,Sfax
2025-05-29,Mobile,Prepaye,34,Sfax
2025-05-29,Mobile,Postpaye,10,Grand Tunis
2025-05-29,Mobile,Data,27,Nabeul
2025-05-30,Internet Fixe,Rapido,5,Grand Tunis
2025-05-30,Internet Fixe,ADSL,2,Sfax
2025-05-30,Internet Fixe,VDSL,8,Nabeul
2025-05-30,Internet Fixe,FO,11,Grand Tunis
2025-05-30,Internet Fixe,WAFI,8,Grand Tunis
2025-05-30,Internet Fixe,Box,21,Grand Tunis
2025-05-30,Mobile,Prepaye,34,Grand Tunis
2025-05-30,Mobile,Postpaye,9,Sousse
2025-05-30,Mobile,Data,24,Grand Tunis
2025-05-31,Internet Fixe,Rapido,2,Grand Tunis
2025-05-31,Internet Fixe,ADSL,5,Kairouan
2025-05-31,Internet Fixe,VDSL,3,Gabes
2025-05-31,Internet Fixe,FO,7,Grand Tunis
2025-05-31,Internet Fixe,WAFI,3,Sfax
2025-05-31,Internet Fixe,Box,8,Sousse
2025-05-31,Mobile,Prepaye,11,Gabes
2025-05-31,Mobile,Postpaye,10,Bizerte
2025-05-31,Mobile,Data,9,Grand Tunis
2025-06-01,Internet Fixe,Rapido,2,Grand Tunis
2025-06-01,Internet Fixe,ADSL,2,Sfax
2025-06-01,Internet Fixe,VDSL,1,Gabes
2025-06-01,Internet Fixe,FO,6,Gabes
2025-06-01,Internet Fixe,WAFI,0,Grand Tunis
2025-06-01,Internet Fixe,Box,15,Sousse
2025-06-01,Mobile,Prepaye,20,Grand Tunis
2025-06-01,Mobile,Postpaye,5,Nabeul
2025-06-01,Mobile,Data,15,Gabes
2025-06-02,Internet Fixe,Rapido,7,Sfax
2025-06-02,Internet Fixe,ADSL,2,Grand Tunis
2025-06-02,Internet Fixe,VDSL,6,Sousse
2025-06-02,Internet Fixe,FO,19,Sfax
2025-06-02,Internet Fixe,WAFI,3,Bizerte
2025-06-02,Internet Fixe,Box,20,Sfax
2025-06-02,Mobile,Prepaye,42,Gabes
2025-06-02,Mobile,Postpaye,18,Grand Tunis
2025-06-02,Mobile,Data,12,Grand Tunis
2025-06-03,Internet Fixe,Rapido,8,Sfax
2025-06-03,Internet Fixe,ADSL,2,Grand Tunis
2025-06-03,Internet Fixe,VDSL,8,Grand Tunis
2025-06-03,Internet Fixe,FO,9,Nabeul
2025-06-03,Internet Fixe,WAFI,3,Grand Tunis
2025-06-03,Internet Fixe,Box,21,Grand Tunis
2025-06-03,Mobile,Prepaye,35,Grand Tunis
2025-06-03,Mobile,Postpaye,15,Grand Tunis
2025-06-03,Mobile,Data,7,Gabes
2025-06-04,Internet Fixe,Rapido,2,Kairouan
2025-06-04,Internet Fixe,ADSL,2,Grand Tunis
2025-06-04,Internet Fixe,VDSL,3,Bizerte
2025-06-04,Internet Fixe,FO,8,Bizerte
2025-06-04,Internet Fixe,WAFI,5,Kairouan
2025-06-04,Internet Fixe,Box,26,Sfax
2025-06-04,Mobile,Prepaye,31,Grand Tunis
2025-06-04,Mobile,Postpaye,16,Sfax
2025-06-04,Mobile,Data,20,Gabes
2025-06-05,Internet Fixe,Rapido,5,Nabeul
2025-06-05,Internet Fixe,ADSL,0,Sousse
2025-06-05,Internet Fixe,VDSL,6,Grand Tunis
2025-06-05,Internet Fixe,FO,10,Nabeul
2025-06-05,Internet Fixe,WAFI,2,Gabes
2025-06-05,Internet Fixe,Box,29,Sfax
2025-06-05,Mobile,Prepaye,35,Nabeul
2025-06-05,Mobile,Postpaye,15,Sfax
2025-06-05,Mobile,Data,22,Sousse
2025-06-06,Internet Fixe,Rapido,3,Sousse
2025-06-06,Internet Fixe,ADSL,2,Bizerte
2025-06-06,Internet Fixe,VDSL,7,Kairouan
2025-06-06,Internet Fixe,FO,10,Sfax
2025-06-06,Internet Fixe,WAFI,4,Sfax
2025-06-06,Internet Fixe,Box,23,Sfax
2025-06-06,Mobile,Prepaye,36,Grand Tunis
2025-06-06,Mobile,Postpaye,6,Grand Tunis
2025-06-06,Mobile,Data,24,Grand Tunis
2025-06-07,Internet Fixe,Rapido,3,Sfax
2025-06-07,Internet Fixe,ADSL,0,Grand Tunis
2025-06-07,Internet Fixe,VDSL,2,Sfax
2025-06-07,Internet Fixe,FO,4,Bizerte
2025-06-07,Internet Fixe,WAFI,3,Grand Tunis
2025-06-07,Internet Fixe,Box,5,Nabeul
2025-06-07,Mobile,Prepaye,14,Gabes
2025-06-07,Mobile,Postpaye,9,Sousse
2025-06-07,Mobile,Data,10,Grand Tunis
2025-06-08,Internet Fixe,Rapido,4,Sfax
2025-06-08,Internet Fixe,ADSL,0,Sousse
2025-06-08,Internet Fixe,VDSL,6,Sousse
2025-06-08,Internet Fixe,FO,5,Grand Tunis
2025-06-08,Internet Fixe,WAFI,2,Sfax
2025-06-08,Internet Fixe,Box,12,Sousse
2025-06-08,Mobile,Prepaye,13,Grand Tunis
2025-06-08,Mobile,Postpaye,8,Nabeul
2025-06-08,Mobile,Data,11,Grand Tunis
2025-06-09,Internet Fixe,Rapido,3,Sfax
2025-06-09,Internet Fixe,ADSL,2,Bizerte
2025-06-09,Internet Fixe,VDSL,7,Grand Tunis
2025-06-09,Internet Fixe,FO,11,Sousse
2025-06-09,Internet Fixe,WAFI,1,Sfax
2025-06-09,Internet Fixe,Box,17,Sfax
2025-06-09,Mobile,Prepaye,34,Gabes
2025-06-09,Mobile,Postpaye,17,Sfax
2025-06-09,Mobile,Data,12,Grand Tunis
2025-06-10,Internet Fixe,Rapido,5,Gabes
2025-06-10,Internet Fixe,ADSL,4,Bizerte
2025-06-10,Internet Fixe,VDSL,12,Nabeul
2025-06-10,Internet Fixe,FO,9,Grand Tunis
2025-06-10,Internet Fixe,WAFI,2,Grand Tunis
2025-06-10,Internet Fixe,Box,36,Nabeul
2025-06-10,Mobile,Prepaye,32,Grand Tunis
2025-06-10,Mobile,Postpaye,7,Grand Tunis
2025-06-10,Mobile,Data,16,Bizerte
2025-06-11,Internet Fixe,Rapido,4,Grand Tunis
2025-06-11,Internet Fixe,ADSL,1,Grand Tunis
2025-06-11,Internet Fixe,VDSL,8,Grand Tunis
2025-06-11,Internet Fixe,FO,14,Sfax
2025-06-11,Internet Fixe,WAFI,4,Nabeul
2025-06-11,Internet Fixe,Box,31,Gabes
2025-06-11,Mobile,Prepaye,30,Grand Tunis
2025-06-11,Mobile,Postpaye,7,Grand Tunis
2025-06-11,Mobile,Data,16,Sousse
2025-06-12,Internet Fixe,Rapido,1,Sfax
2025-06-12,Internet Fixe,ADSL,4,Sousse
2025-06-12,Internet Fixe,VDSL,7,Kairouan
2025-06-12,Internet Fixe,FO,6,Sousse
2025-06-12,Internet Fixe,WAFI,6,Sfax
2025-06-12,Internet Fixe,Box,30,Kairouan
2025-06-12,Mobile,Prepaye,42,Grand Tunis
2025-06-12,Mobile,Postpaye,16,Kairouan
2025-06-12,Mobile,Data,22,Sousse
2025-06-13,Internet Fixe,Rapido,2,Sousse
2025-06-13,Internet Fixe,ADSL,4,Kairouan
2025-06-13,Internet Fixe,VDSL,8,Sousse
2025-06-13,Internet Fixe,FO,11,Sfax
2025-06-13,Internet Fixe,WAFI,1,Grand Tunis
2025-06-13,Internet Fixe,Box,27,Nabeul
2025-06-13,Mobile,Prepaye,42,Sousse
2025-06-13,Mobile,Postpaye,9,Grand Tunis
2025-06-13,Mobile,Data,20,Nabeul
2025-06-14,Internet Fixe,Rapido,2,Nabeul
2025-06-14,Internet Fixe,ADSL,0,Sfax
2025-06-14,Internet Fixe,VDSL,5,Grand Tunis
2025-06-14,Internet Fixe,FO,2,Sfax
2025-06-14,Internet Fixe,WAFI,2,Grand Tunis
2025-06-14,Internet Fixe,Box,10,Grand Tunis
2025-06-14,Mobile,Prepaye,9,Sfax
2025-06-14,Mobile,Postpaye,6,Grand Tunis
2025-06-14,Mobile,Data,9,Grand Tunis
2025-06-15,Internet Fixe,Rapido,2,Nabeul
2025-06-15,Internet Fixe,ADSL,2,Sfax
2025-06-15,Internet Fixe,VDSL,1,Kairouan
2025-06-15,Internet Fixe,FO,5,Gabes
2025-06-15,Internet Fixe,WAFI,1,Sousse
2025-06-15,Internet Fixe,Box,10,Kairouan
2025-06-15,Mobile,Prepaye,12,Gabes
2025-06-15,Mobile,Postpaye,6,Sfax
2025-06-15,Mobile,Data,10,Bizerte
2025-06-16,Internet Fixe,Rapido,3,Grand Tunis
2025-06-16,Internet Fixe,ADSL,0,Nabeul
2025-06-16,Internet Fixe,VDSL,6,Sousse
2025-06-16,Internet Fixe,FO,9,Grand Tunis
2025-06-16,Internet Fixe,WAFI,6,Grand Tunis
2025-06-16,Internet Fixe,Box,29,Kairouan
2025-06-16,Mobile,Prepaye,39,Sfax
2025-06-16,Mobile,Postpaye,11,Grand Tunis
2025-06-16,Mobile,Data,22,Grand Tunis
2025-06-17,Internet Fixe,Rapido,7,Sousse
2025-06-17,Internet Fixe,ADSL,1,Gabes
2025-06-17,Internet Fixe,VDSL,13,Bizerte
2025-06-17,Internet Fixe,FO,9,Sfax
2025-06-17,Internet Fixe,WAFI,3,Grand Tunis
2025-06-17,Internet Fixe,Box,10,Grand Tunis
2025-06-17,Mobile,Prepaye,40,Sousse
2025-06-17,Mobile,Postpaye,8,Bizerte
2025-06-17,Mobile,Data,13,Nabeul
2025-06-18,Internet Fixe,Rapido,9,Sfax
2025-06-18,Internet Fixe,ADSL,2,Sousse
2025-06-18,Internet Fixe,VDSL,8,Sfax
2025-06-18,Internet Fixe,FO,9,Sousse
2025-06-18,Internet Fixe,WAFI,5,Sousse
2025-06-18,Internet Fixe,Box,17,Nabeul
2025-06-18,Mobile,Prepaye,30,Sousse
2025-06-18,Mobile,Postpaye,6,Kairouan
2025-06-18,Mobile,Data,24,Sfax
2025-06-19,Internet Fixe,Rapido,4,Grand Tunis
2025-06-19,Internet Fixe,ADSL,0,Grand Tunis
2025-06-19,Internet Fixe,VDSL,16,Sousse
2025-06-19,Internet Fixe,FO,13,Sousse
2025-06-19,Internet Fixe,WAFI,4,Sousse
2025-06-19,Internet Fixe,Box,26,Nabeul
2025-06-19,Mobile,Prepaye,24,Grand Tunis
2025-06-19,Mobile,Postpaye,12,Nabeul
2025-06-19,Mobile,Data,18,Nabeul
2025-06-20,Internet Fixe,Rapido,2,Sfax
2025-06-20,Internet Fixe,ADSL,1,Sfax
2025-06-20,Internet Fixe,VDSL,8,Grand Tunis
2025-06-20,Internet Fixe,FO,11,Sfax
2025-06-20,Internet Fixe,WAFI,6,Bizerte
2025-06-20,Internet Fixe,Box,28,Gabes
2025-06-20,Mobile,Prepaye,42,Sousse
2025-06-20,Mobile,Postpaye,9,Grand Tunis
2025-06-20,Mobile,Data,11,Nabeul
2025-06-21,Internet Fixe,Rapido,3,Bizerte
2025-06-21,Internet Fixe,ADSL,0,Sfax
2025-06-21,Internet Fixe,VDSL,3,Bizerte
2025-06-21,Internet Fixe,FO,6,Grand Tunis
2025-06-21,Internet Fixe,WAFI,1,Grand Tunis
2025-06-21,Internet Fixe,Box,16,Grand Tunis
2025-06-21,Mobile,Prepaye,21,Grand Tunis
2025-06-21,Mobile,Postpaye,6,Gabes
2025-06-21,Mobile,Data,12,Sfax
2025-06-22,Internet Fixe,Rapido,3,Grand Tunis
2025-06-22,Internet Fixe,ADSL,5,Sfax
2025-06-22,Internet Fixe,VDSL,6,Sfax
2025-06-22,Internet Fixe,FO,5,Sfax
2025-06-22,Internet Fixe,WAFI,0,Grand Tunis
2025-06-22,Internet Fixe,Box,8,Nabeul
2025-06-22,Mobile,Prepaye,8,Grand Tunis
2025-06-22,Mobile,Postpaye,5,Bizerte
2025-06-22,Mobile,Data,6,Grand Tunis
2025-06-23,Internet Fixe,Rapido,5,Bizerte
2025-06-23,Internet Fixe,ADSL,6,Bizerte
2025-06-23,Internet Fixe,VDSL,8,Grand Tunis
2025-06-23,Internet Fixe,FO,10,Grand Tunis
2025-06-23,Internet Fixe,WAFI,3,Kairouan
2025-06-23,Internet Fixe,Box,23,Sousse
2025-06-23,Mobile,Prepaye,39,Nabeul
2025-06-23,Mobile,Postpaye,12,Grand Tunis
2025-06-23,Mobile,Data,18,Grand Tunis
2025-06-24,Internet Fixe,Rapido,8,Sousse
2025-06-24,Internet Fixe,ADSL,5,Gabes
2025-06-24,Internet Fixe,VDSL,5,Grand Tunis
2025-06-24,Internet Fixe,FO,10,Bizerte
2025-06-24,Internet Fixe,WAFI,3,Nabeul
2025-06-24,Internet Fixe,Box,22,Grand Tunis
2025-06-24,Mobile,Prepaye,39,Grand Tunis
2025-06-24,Mobile,Postpaye,8,Grand Tunis
2025-06-24,Mobile,Data,19,Sfax
2025-06-25,Internet Fixe,Rapido,5,Nabeul
2025-06-25,Internet Fixe,ADSL,2,Sfax
2025-06-25,Internet Fixe,VDSL,4,Grand Tunis
2025-06-25,Internet Fixe,FO,14,Nabeul
2025-06-25,Internet Fixe,WAFI,3,Sousse
2025-06-25,Internet Fixe,Box,20,Sousse
2025-06-25,Mobile,Prepaye,31,Sousse
2025-06-25,Mobile,Postpaye,17,Grand Tunis
2025-06-25,Mobile,Data,19,Nabeul
2025-06-26,Internet Fixe,Rapido,5,Sfax
2025-06-26,Internet Fixe,ADSL,2,Sfax
2025-06-26,Internet Fixe,VDSL,5,Grand Tunis
2025-06-26,Internet Fixe,FO,8,Sousse
2025-06-26,Internet Fixe,WAFI,7,Sousse
2025-06-26,Internet Fixe,Box,17,Sfax
2025-06-26,Mobile,Prepaye,32,Gabes
2025-06-26,Mobile,Postpaye,10,Gabes
2025-06-26,Mobile,Data,19,Grand Tunis
2025-06-27,Internet Fixe,Rapido,5,Nabeul
2025-06-27,Internet Fixe,ADSL,4,Sfax
2025-06-27,Internet Fixe,VDSL,8,Kairouan
2025-06-27,Internet Fixe,FO,15,Grand Tunis
2025-06-27,Internet Fixe,WAFI,3,Grand Tunis
2025-06-27,Internet Fixe,Box,26,Sfax
2025-06-27,Mobile,Prepaye,33,Grand Tunis
2025-06-27,Mobile,Postpaye,18,Nabeul
2025-06-27,Mobile,Data,23,Sousse
2025-06-28,Internet Fixe,Rapido,0,Grand Tunis
2025-06-28,Internet Fixe,ADSL,0,Sousse
2025-06-28,Internet Fixe,VDSL,0,Gabes
2025-06-28,Internet Fixe,FO,3,Bizerte
2025-06-28,Internet Fixe,WAFI,4,Sousse
2025-06-28,Internet Fixe,Box,12,Grand Tunis
2025-06-28,Mobile,Prepaye,23,Grand Tunis
2025-06-28,Mobile,Postpaye,8,Gabes
2025-06-28,Mobile,Data,10,Nabeul
2025-06-29,Internet Fixe,Rapido,1,Sousse
2025-06-29,Internet Fixe,ADSL,1,Gabes
2025-06-29,Internet Fixe,VDSL,0,Grand Tunis
2025-06-29,Internet Fixe,FO,8,Nabeul
2025-06-29,Internet Fixe,WAFI,1,Grand Tunis
2025-06-29,Internet Fixe,Box,11,Grand Tunis
2025-06-29,Mobile,Prepaye,13,Sousse
2025-06-29,Mobile,Postpaye,7,Sfax
2025-06-29,Mobile,Data,7,Kairouan
2025-06-30,Internet Fixe,Rapido,8,Sfax
2025-06-30,Internet Fixe,ADSL,2,Bizerte
2025-06-30,Internet Fixe,VDSL,3,Bizerte
2025-06-30,Internet Fixe,FO,12,Nabeul
2025-06-30,Internet Fixe,WAFI,3,Kairouan
2025-06-30,Internet Fixe,Box,22,Sfax
2025-06-30,Mobile,Prepaye,33,Sfax
2025-06-30,Mobile,Postpaye,13,Grand Tunis
2025-06-30,Mobile,Data,21,Grand Tunis
2025-07-01,Internet Fixe,Rapido,1,Gabes
2025-07-01,Internet Fixe,ADSL,1,Sousse
2025-07-01,Internet Fixe,VDSL,7,Sfax
2025-07-01,Internet Fixe,FO,14,Grand Tunis
2025-07-01,Internet Fixe,WAFI,4,Sousse
2025-07-01,Internet Fixe,Box,25,Nabeul
2025-07-01,Mobile,Prepaye,34,Grand Tunis
2025-07-01,Mobile,Postpaye,14,Bizerte
2025-07-01,Mobile,Data,15,Nabeul
2025-07-02,Internet Fixe,Rapido,7,Bizerte
2025-07-02,Internet Fixe,ADSL,6,Grand Tunis
2025-07-02,Internet Fixe,VDSL,5,Nabeul
2025-07-02,Internet Fixe,FO,8,Grand Tunis
2025-07-02,Internet Fixe,WAFI,4,Sfax
2025-07-02,Internet Fixe,Box,18,Nabeul
2025-07-02,Mobile,Prepaye,39,Nabeul
2025-07-02,Mobile,Postpaye,9,Grand Tunis
2025-07-02,Mobile,Data,19,Gabes
2025-07-03,Internet Fixe,Rapido,5,Grand Tunis
2025-07-03,Internet Fixe,ADSL,1,Sousse
2025-07-03,Internet Fixe,VDSL,9,Kairouan
2025-07-03,Internet Fixe,FO,9,Sousse
2025-07-03,Internet Fixe,WAFI,4,Bizerte
2025-07-03,Internet Fixe,Box,22,Sousse
2025-07-03,Mobile,Prepaye,32,Bizerte
2025-07-03,Mobile,Postpaye,11,Nabeul
2025-07-03,Mobile,Data,16,Nabeul
2025-07-04,Internet Fixe,Rapido,4,Grand Tunis
2025-07-04,Internet Fixe,ADSL,0,Bizerte
2025-07-04,Internet Fixe,VDSL,3,Grand Tunis
